slug,company_name,game_count,role_kind,logo_file,logo_type,authentic_logo,confidence,requires_manual_review,selected_qid,selected_entity_label,entity_resolution_method,source_filename,source_page_url,image_source_url,source_license,source_license_url,source_credit,source_artist,official_websites,wikidata_url,wikipedia_es_url,wikipedia_en_url,regionatlas_url,company_inception,company_dissolved,parent_organization_qids,owner_qids,predecessor_qids,successor_qids,mime,width,height,sha256,notes
digital-anvil,Digital Anvil,2,developer,company-logos/digital-anvil.jpg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q835847,Digital Anvil,WIKIDATA_SEARCH_EXACT_LABEL,Digitalanvillogo.jpg,https://commons.wikimedia.org/wiki/File:Digitalanvillogo.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3e/Digitalanvillogo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,http://www.wcnews.com/newestshots/full/digitalanvillogo.jpg,digital anvil,http://www.digitalanvil.com/,https://www.wikidata.org/wiki/Q835847,,https://en.wikipedia.org/wiki/Digital_Anvil,https://www.regionatlas.games/compania/digital-anvil,+1996-01-01T00:00:00Z,+2006-01-31T00:00:00Z,Q2283,Q2283,,,image/jpeg,413,111,3abc5746951d4a5d0c1b3800acee914763f27252845cfde2f624e42492c54ea2,
digital-bros,Digital Bros,2,publisher,company-logos/digital-bros.svg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q14791510,Digital Bros,WIKIDATA_SEARCH_EXACT_LABEL,Digital Bros logo.svg,https://commons.wikimedia.org/wiki/File:Digital_Bros_logo.svg,https://upload.wikimedia.org/wikipedia/commons/8/87/Digital_Bros_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Digital Bros,Digital Bros,https://digitalbros.com | http://www.halifax.it,https://www.wikidata.org/wiki/Q14791510,,https://en.wikipedia.org/wiki/Digital_Bros,https://www.regionatlas.games/compania/digital-bros,+1989-00-00T00:00:00Z,,,,,,image/svg+xml,1884,474,98eefbebab33d3d1138ae904b9f9e87989b15e799c00d747188206759e2de733,
digital-continue,Digital Continue,2,developer,company-logos/digital-continue.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q33111339,Digital Continue,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.digitalcontinue.com/,https://www.wikidata.org/wiki/Q33111339,,,https://www.regionatlas.games/compania/digital-continue,+2016-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,786440186dd94c8d8efa6ca0c15dd39712c513e72ff65e302ed7bfdff01a468c,Exact entity located but no documented logo claim was available.
digital-dreams-entertainment,Digital Dreams Entertainment,2,developer,company-logos/digital-dreams-entertainment.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/digital-dreams-entertainment,,,,,,,image/svg+xml,1200,600,28bdcd2242c0afb6d0a4c69e29c9999cfa69ebd6bed460685ec7da35c7c48c99,No exact authentic logo was documented in the researched sources.
digital-fiction,Digital Fiction,2,developer,company-logos/digital-fiction.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q5275859,Digital Fiction,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q5275859,,,https://www.regionatlas.games/compania/digital-fiction,+1999-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,ff3fed00560d342516c83aa24fb9dfe8a22992029a30b3c49f2e135727670acc,Exact entity located but no documented logo claim was available.
digital-integration,Digital Integration,2,developer,company-logos/digital-integration.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q16628821,Digital Integration,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.digint.co.uk/,https://www.wikidata.org/wiki/Q16628821,,https://en.wikipedia.org/wiki/Digital_Integration,https://www.regionatlas.games/compania/digital-integration,,+2005-00-00T00:00:00Z,,,,,image/svg+xml,1200,600,24b419eb75474b2289fd7ad0c79de6df3fc82c62ac51d96f1fa69c22ee34ed5e,Exact entity located but no documented logo claim was available.
digital-reality,Digital Reality,2,developer,company-logos/digital-reality.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q240924,Digital Reality,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.digitalreality.hu/,https://www.wikidata.org/wiki/Q240924,https://es.wikipedia.org/wiki/Digital_Reality,https://en.wikipedia.org/wiki/Digital_Reality,https://www.regionatlas.games/compania/digital-reality,+1991-01-01T00:00:00Z,+2013-00-00T00:00:00Z,,,,,image/svg+xml,1200,600,540e2c9dcd8d3dd2510e43edaf008a1ce76eb81a20d745f00d0f787dfe0ef943,Exact entity located but no documented logo claim was available.
digital-sun,Digital Sun,2,developer,company-logos/digital-sun.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q123173416,Digital Sun,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.digitalsungames.com/,https://www.wikidata.org/wiki/Q123173416,,,https://www.regionatlas.games/compania/digital-sun,,,,,,,image/svg+xml,1200,600,c7400f9505280c56630631d615874dbdb2f9af3af7a6230c9d04b719f5521a39,Exact entity located but no documented logo claim was available.
dimfrost,Dimfrost,2,developer,company-logos/dimfrost.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/dimfrost,,,,,,,image/svg+xml,1200,600,278608aeeafc69b2a3d7b700dd4f630f1c6145189c7463d10d06e05c202f7e82,No exact authentic logo was documented in the researched sources.
dimps-capcom,"Dimps, Capcom",2,developer,company-logos/dimps-capcom.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/dimps-capcom,,,,,,,image/svg+xml,1200,600,a75692e014c4e4b19a442cb2597df278572103ca1feee5741b1dc0a7655f8fb7,Composite credit: split companies before assigning individual logos.
disney-fairies,Disney fairies,2,developer,company-logos/disney-fairies.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/disney-fairies,,,,,,,image/svg+xml,1200,600,49b5afd33346c7dd8bb8e85494c8510d758a61ce404a25c981a0d47d1dd788e0,No exact authentic logo was documented in the researched sources.
disney-interactive-studio,Disney interactive studio,2,publisher,company-logos/disney-interactive-studio.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/disney-interactive-studio,,,,,,,image/svg+xml,1200,600,eb1a1a784a5babaedf7539896ff28d5763922f13ec360d9cc0609127c5211e4b,No exact authentic logo was documented in the researched sources.
dispatch-games,Dispatch Games,2,publisher,company-logos/dispatch-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q110520099,Dispatch Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://readytodispatch.com/,https://www.wikidata.org/wiki/Q110520099,,,https://www.regionatlas.games/compania/dispatch-games,,,,,,,image/svg+xml,1200,600,6efd4a935bc004a0a817c3e304126669f43e6534f1ec6b61c4fec61a2032b39d,Exact entity located but no documented logo claim was available.
doomcube-psychicsoftware-stage-clear-studios-psychic-games-limited,"DoomCube, PsychicSoftware, Stage Clear Studios, Psychic Games Limited",2,developer,company-logos/doomcube-psychicsoftware-stage-clear-studios-psychic-games-limited.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/doomcube-psychicsoftware-stage-clear-studios-psychic-games-limited,,,,,,,image/svg+xml,1200,600,6b96b4607c9caa2764ecfb222a9015ac94bcb062e79ee05a5456bf91465c3fc0,Composite credit: split companies before assigning individual logos.
dorasu,Dorasu,2,developer,company-logos/dorasu.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q139784175,Dorasu,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q139784175,,,https://www.regionatlas.games/compania/dorasu,,,,,,,image/svg+xml,1200,600,d75c2345b2da4fac92cc711bb54680f16bd6a0c68cdbef8e7ae67aa677dc150f,Exact entity located but no documented logo claim was available.
dot-emu,Dot Emu,2,developer,company-logos/dot-emu.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/dot-emu,,,,,,,image/svg+xml,1200,600,080b656b6cdeb84226b24463bc5ad7f62d753f2f8bef081a4cd0973598d12e74,No exact authentic logo was documented in the researched sources.
dragami-games,Dragami Games,2,developer,company-logos/dragami-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/dragami-games,,,,,,,image/svg+xml,1200,600,1e1f940fd0c6fb3a0aca06f174a852a2f34ea66cf49088c15d8972fa69c97bf8,No exact authentic logo was documented in the researched sources.
drakhar-studio,Drakhar Studio,2,developer,company-logos/drakhar-studio.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q104519227,Drakhar Studio,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.drakharstudio.com/,https://www.wikidata.org/wiki/Q104519227,,,https://www.regionatlas.games/compania/drakhar-studio,,,,,,,image/svg+xml,1200,600,0eb7cda68bba4c4cb09fe783b068d7b943f630dd705ab3c5aeea7431874b58cd,Exact entity located but no documented logo claim was available.
dreamcatcher-games,DreamCatcher Games,2,publisher,company-logos/dreamcatcher-games.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/dreamcatcher-games,,,,,,,image/svg+xml,1200,600,f7de6309505fb3d91a00eed734026ab5bc7cd3a5e546e5a97e20ec4854106b1c,No exact authentic logo was documented in the researched sources.
dreamfactory,DreamFactory,2,developer,company-logos/dreamfactory.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q3039230,DreamFactory,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.drf.co.jp,https://www.wikidata.org/wiki/Q3039230,https://es.wikipedia.org/wiki/DreamFactory,https://en.wikipedia.org/wiki/DreamFactory_%28game_company%29,https://www.regionatlas.games/compania/dreamfactory,+1995-01-01T00:00:00Z,,,,,,image/svg+xml,1200,600,ba6f52c0c5f40d01d8b74a03ac33030208b5399cd4511339d377ee29a596a1ea,Exact entity located but no documented logo claim was available.
dreampipe,Dreampipe,2,publisher,company-logos/dreampipe.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/dreampipe,,,,,,,image/svg+xml,1200,600,8bd05097c189e8716fc2ff5398a377ca2485988430c0b5717abc0e9a31f7a3f2,No exact authentic logo was documented in the researched sources.
drinkbox-studios,DrinkBox Studios Inc.,2,developer,company-logos/drinkbox-studios.jpg,WIKIMEDIA_DOCUMENTADO,TRUE,HIGH,FALSE,Q5307712,Drinkbox Studios,WIKIDATA_INDEX_LEGAL_SUFFIX_LABEL,DrinkBox Studios logo.JPG,https://commons.wikimedia.org/wiki/File:DrinkBox_Studios_logo.JPG,https://upload.wikimedia.org/wikipedia/commons/8/80/DrinkBox_Studios_logo.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"Chris McQuinn of DrinkBox, via email",DrinkBox Studios,http://www.drinkboxstudios.com,https://www.wikidata.org/wiki/Q5307712,https://es.wikipedia.org/wiki/DrinkBox_Studios,https://en.wikipedia.org/wiki/Drinkbox_Studios,https://www.regionatlas.games/compania/drinkbox-studios,+2008-00-00T00:00:00Z,,,,,,image/jpeg,579,238,55f713a9fe2e08aab5d38d1f2fbe49d526d56cad29ba4f81e90ce111b2bfc3c2,
ea-dice,EA Dice,2,developer,company-logos/ea-dice.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/ea-dice,,,,,,,image/svg+xml,1200,600,f0347a15f392658baed2909ef5163594e1c25f3cc02f21ffc399ffe4406f34ca,No exact authentic logo was documented in the researched sources.
ea-maxis,EA Maxis,2,developer,company-logos/ea-maxis.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/ea-maxis,,,,,,,image/svg+xml,1200,600,2f52da2c8f4c98379a9bf1eb7aafeaaf6bf4b91fa4feaa96f5ad61977516772e,No exact authentic logo was documented in the researched sources.
ea-originals-label,EA Originals Label,2,publisher,company-logos/ea-originals-label.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/ea-originals-label,,,,,,,image/svg+xml,1200,600,682b77258e7131c383a70b2a38ac00d1b8aa4c2e6af7897fcd635725384432fc,No exact authentic logo was documented in the researched sources.
east-point-software,East Point Software,2,developer,company-logos/east-point-software.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q5329176,East Point Software,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q5329176,,,https://www.regionatlas.games/compania/east-point-software,,,,,,,image/svg+xml,1200,600,a3e8b75ac3ce190ce495632c5662b5498a79d5c8949b618a52e030e0e0b48b8f,Exact entity located but no documented logo claim was available.
eat-sleep-play,Eat Sleep Play,2,developer,company-logos/eat-sleep-play.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q821191,Eat Sleep Play,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.eatsleepplay.biz,https://www.wikidata.org/wiki/Q821191,,https://en.wikipedia.org/wiki/Eat_Sleep_Play,https://www.regionatlas.games/compania/eat-sleep-play,+2007-01-01T00:00:00Z,+2017-00-00T00:00:00Z,,,Q375667,,image/svg+xml,1200,600,6b91213a8bc1893896826d1f0acb7c500c6eb2a3342f0d0b01a07d52fe47aee3,Exact entity located but no documented logo claim was available.
eden-industries,Eden Industries,2,developer,company-logos/eden-industries.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q33248046,Eden Industries,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://edenindustries.ca/blog/,https://www.wikidata.org/wiki/Q33248046,,,https://www.regionatlas.games/compania/eden-industries,,,,,,,image/svg+xml,1200,600,80a50579c9231ddfc48a64f709cdb507ee8054ee79f9d3ec5471d08a737b68e8,Exact entity located but no documented logo claim was available.
eidetic,Eidetic,2,developer,company-logos/eidetic.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/eidetic,,,,,,,image/svg+xml,1200,600,ec775d39652735fa161a986543df58d950fa77235879a5a483127cf08046dc87,No exact authentic logo was documented in the researched sources.
eko-system,Eko System,2,developer,company-logos/eko-system.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/eko-system,,,,,,,image/svg+xml,1200,600,dd95d7b277b5ebb45e46a8d5b4bc3472600eafd7e96819b54bc81f624375b25b,No exact authentic logo was documented in the researched sources.
eloi-productions,ELOI Productions,2,developer,company-logos/eloi-productions.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q64348689,ELOI Productions,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q64348689,,,https://www.regionatlas.games/compania/eloi-productions,,,,,,,image/svg+xml,1200,600,aef87088f52ecb83c3335d0b3fda3fef59cb593191b7d6dc708b647f7e0e8706,Exact entity located but no documented logo claim was available.
em-studios,EM Studios,2,developer,company-logos/em-studios.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/em-studios,,,,,,,image/svg+xml,1200,600,4168bbd0c98e06ba92ab17c6d4af3a399b91134ea8a9986d0c1d86d23f913cec,No exact authentic logo was documented in the researched sources.
enjoy-gaming,Enjoy Gaming,2,both,company-logos/enjoy-gaming.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q139783918,Enjoy Gaming,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q139783918,,,https://www.regionatlas.games/compania/enjoy-gaming,,,,,,,image/svg+xml,1200,600,79ce8bf951443c6c7004b60ce1ac2f8029afdd6f74153ac88bb1aac3af0f81c0,Exact entity located but no documented logo claim was available.
entertainment-int,Entertainment Int,2,developer,company-logos/entertainment-int.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/entertainment-int,,,,,,,image/svg+xml,1200,600,2ef5a76407ca6191aa691fb0cfbe20b6ae4262bafd2c63b2c07b94596fa172ba,No exact authentic logo was documented in the researched sources.
epic-mega-games,Epic Mega Games,2,developer,company-logos/epic-mega-games.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/epic-mega-games,,,,,,,image/svg+xml,1200,600,d41f5f5cd269ccf9fcace565da7e98c6f536c6b75e93aedbb8d3bb2dc8638520,No exact authentic logo was documented in the researched sources.
eq-games-pixel-dash-studios,EQ-Games / Pixel Dash Studios,2,developer,company-logos/eq-games-pixel-dash-studios.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,,,COMPOSITE_CREDIT_NOT_SINGLE_ENTITY,,,,,,,,,,,,https://www.regionatlas.games/compania/eq-games-pixel-dash-studios,,,,,,,image/svg+xml,1200,600,a4d55fd885dc5630cebf5492994de9e6116a7cce13fc751491f1670ae49de9ef,Composite credit: split companies before assigning individual logos.
eurocom-entertainment-software,Eurocom Entertainment software,2,developer,company-logos/eurocom-entertainment-software.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/eurocom-entertainment-software,,,,,,,image/svg+xml,1200,600,802fca663c3adb42798818cc2f96226c6f31419871ee06dd8b0b67b5791ad155,No exact authentic logo was documented in the researched sources.
europress,Europress,2,developer,company-logos/europress.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q17065315,Europress,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q17065315,,https://en.wikipedia.org/wiki/Europress,https://www.regionatlas.games/compania/europress,+1965-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,5486bb741826a9c57fa13c611fdad2c15663592f01a264914bcfd3a3367db465,Exact entity located but no documented logo claim was available.
evoga,Evoga,2,developer,company-logos/evoga.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/evoga,,,,,,,image/svg+xml,1200,600,5126ffe483b02748574d66d03ae7b49d43ec696fdfc090ed89245a43715abcf6,No exact authentic logo was documented in the researched sources.
exkee,Exkee,2,developer,company-logos/exkee.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q109305962,Exkee,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,https://www.exkee.com,https://www.wikidata.org/wiki/Q109305962,,,https://www.regionatlas.games/compania/exkee,+2003-09-01T00:00:00Z,,,,,,image/svg+xml,1200,600,e724551db149e485119a54a9ff8248153d1da6ff02452d96a5bcc3a50e41ea23,Exact entity located but no documented logo claim was available.
exnoa,Exnoa,2,publisher,company-logos/exnoa.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q112138717,EXNOA,WIKIDATA_SEARCH_EXACT_LABEL,Exnoa Logo.png,https://commons.wikimedia.org/wiki/File:Exnoa_Logo.png,https://upload.wikimedia.org/wikipedia/commons/f/f9/Exnoa_Logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://dmmgames.co.jp/,© EXNOA LLC,https://dmmgames.co.jp/,https://www.wikidata.org/wiki/Q112138717,,,https://www.regionatlas.games/compania/exnoa,+2017-12-13T00:00:00Z,,,,,,image/png,375,98,668b2b42bb51eff42ae8fa8583eeba818aeee222d8a27d4af2d2a2337eab1700,
fakt-software,FAKT Software,2,developer,company-logos/fakt-software.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q33446018,Fakt Software,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.fakt-software.com/,https://www.wikidata.org/wiki/Q33446018,,,https://www.regionatlas.games/compania/fakt-software,+1990-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,63bc6667fe86bf35086817e6069fa948b9fc27b095ed39000dc0a6b07f5ebf34,Exact entity located but no documented logo claim was available.
fallen-tree-games-ltd,Fallen Tree Games Ltd,2,developer,company-logos/fallen-tree-games-ltd.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q77422357,Fallen Tree Games,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,,,,,,,,https://fallentreegames.com/,https://www.wikidata.org/wiki/Q77422357,,,https://www.regionatlas.games/compania/fallen-tree-games-ltd,+2012-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,351987723dda6c765166d2437f8bb5db9d7b82d78a4d58e16a3cb9d113110bdc,Exact entity located but no documented logo claim was available.
farsight-technologies,FarSight Technologies,2,developer,company-logos/farsight-technologies.svg,PLACEHOLDER_GENERADO,FALSE,,TRUE,,,,,,,,,,,,,,,https://www.regionatlas.games/compania/farsight-technologies,,,,,,,image/svg+xml,1200,600,6d4b0ca1ef23357e1d848c926b079fe9f5d074a9957c09bffe2535296dbe4704,No exact authentic logo was documented in the researched sources.
fiction-factory-games,Fiction Factory Games,2,developer,company-logos/fiction-factory-games.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q89292991,Fiction Factory Games,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q89292991,,,https://www.regionatlas.games/compania/fiction-factory-games,,,,,,,image/svg+xml,1200,600,407572293aff21095711f4b2e0069f65ec1940785ae9436cba6289a4fffe5f36,Exact entity located but no documented logo claim was available.
